corpusid,arxiv_id,title,authors,filename,year,venue,citationcount,referencecount,influentialcitationcount,content_references,equations,figures,font,pages,paragraphs,sections,subsections,subsubsections,tables,words
211082941,2002.04881,Learning Flat Latent Manifolds with VAEs,"[{'authorId': '2161520', 'name': 'Nutan Chen'}, {'authorId': '30082393', 'name': 'Alexej Klushyn'}, {'authorId': '144408066', 'name': 'Francesco Ferroni'}, {'authorId': '145040409', 'name': 'Justin Bayer'}, {'authorId': '1715782', 'name': 'Patrick van der Smagt'}]",Learning Flat Latent Manifolds with VAEs,2020,International Conference on Machine Learning,32,54,4,0,0,0,CMSY10,14,0,1,0,0,0,7697
4760632,1803.00144,Learning Longer-term Dependencies in RNNs with Auxiliary Losses,"[{'authorId': '40895509', 'name': 'Trieu H. Trinh'}, {'authorId': '2555924', 'name': 'Andrew M. Dai'}, {'authorId': '1821711', 'name': 'Thang Luong'}, {'authorId': '2827616', 'name': 'Quoc V. Le'}]",Learning Longer-term Dependencies in RNNs with Auxiliary Losses,2018,International Conference on Machine Learning,163,56,23,60,0,18,NimbusRomNo9L,11,0,6,12,4,12,7189
220496000,2007.05724,Learning Randomly Perturbed Structured Predictors for Direct Loss Minimization,"[{'authorId': '1811413080', 'name': 'Hedda Cohen Indelman'}, {'authorId': '1918412', 'name': 'Tamir Hazan'}]",Learning Randomly Perturbed Structured Predictors for Direct Loss Minimization,2020,International Conference on Machine Learning,6,35,0,0,70,0,NimbusRomNo9L,18,0,3,2,0,0,10823
59222767,1806.10175,Learning a Compressed Sensing Measurement Matrix via Gradient Unrolling,"[{'authorId': '1749900445', 'name': 'Shanshan Wu'}, {'authorId': '1718469', 'name': 'A. Dimakis'}, {'authorId': '70116942', 'name': 'Sujay Sanghavi'}, {'authorId': '1815972', 'name': 'Felix X. Yu'}, {'authorId': '1404655176', 'name': 'D. Holtmann-Rice'}, {'authorId': '2287207', 'name': 'Dmitry Storcheus'}, {'authorId': '2435268', 'name': 'Afshin Rostamizadeh'}, {'authorId': '152663162', 'name': 'Sanjiv Kumar'}]",Learning a Compressed Sensing Measurement Matrix via Gradient Unrolling,2018,International Conference on Machine Learning,49,83,1,58,28,10,NimbusRomNo9L,17,0,7,5,0,6,12214
60441161,1902.04420,Learning interpretable continuous-time models of latent stochastic dynamical systems,"[{'authorId': '52223959', 'name': 'Lea Duncker'}, {'authorId': '2432459', 'name': 'G. Bohner'}, {'authorId': '11506836', 'name': 'Julien Boussard'}, {'authorId': '2283363', 'name': 'M. Sahani'}]",Learning interpretable continuous-time models of latent stochastic dynamical systems,2019,International Conference on Machine Learning,67,27,5,53,146,30,CMR12,13,0,11,19,7,0,8588
260927486,2202.01108,Learning to Initiate and Reason in Event-Driven Cascading Processes,"[{'authorId': '34815079', 'name': 'Y. Atzmon'}, {'authorId': '2656186', 'name': 'E. Meirom'}, {'authorId': '1712535', 'name': 'Shie Mannor'}, {'authorId': '2065001062', 'name': 'Gal Chechik'}]",Learning to Initiate and Reason in Event-Driven Cascading Processes,2022,International Conference on Machine Learning,0,53,0,106,64,24,NimbusRomNo9L,26,3,19,21,0,10,16510
51875354,1803.04303,Learning unknown ODE models with Gaussian processes,"[{'authorId': '34066178', 'name': 'Markus Heinonen'}, {'authorId': '9112269', 'name': 'Çağatay Yıldız'}, {'authorId': '3254071', 'name': 'Henrik Mannerström'}, {'authorId': '3329124', 'name': 'Jukka Intosalmi'}, {'authorId': '49121467', 'name': 'H. Lähdesmäki'}]",Learning unknown ODE models with Gaussian processes,2018,International Conference on Machine Learning,77,49,7,82,56,12,CMR10,13,1,7,8,0,2,6327
231942589,2102.08598,Leveraging Public Data for Practical Private Query Release,"[{'authorId': '1477124199', 'name': 'Terrance Liu'}, {'authorId': '2072372278', 'name': 'G. Vietri'}, {'authorId': '145268083', 'name': 'T. Steinke'}, {'authorId': '5171324', 'name': 'Jonathan Ullman'}, {'authorId': '1768074', 'name': 'Zhiwei Steven Wu'}]",Leveraging Public Data for Practical Private Query Release,2021,International Conference on Machine Learning,50,40,5,16,0,0,SFRM1200,30,0,2,0,0,0,9989
249712122,2206.07839,Linearity Grafting: Relaxed Neuron Pruning Helps Certifiable Robustness,"[{'authorId': '2034263179', 'name': 'Tianlong Chen'}, {'authorId': '49723481', 'name': 'Huan Zhang'}, {'authorId': '2109338656', 'name': 'Zhenyu (Allen) Zhang'}, {'authorId': '2122374354', 'name': 'Shiyu Chang'}, {'authorId': '143743061', 'name': 'Sijia Liu'}, {'authorId': '153191489', 'name': 'Pin-Yu Chen'}, {'authorId': '2969311', 'name': 'Zhangyang Wang'}]",Linearity Grafting Relaxed Neuron Pruning Helps Certifiable Robustness,2022,International Conference on Machine Learning,5,72,1,151,4,27,NimbusRomNo9L,13,25,8,5,0,22,9321
227127676,2011.11566,Logarithmic Regret for Reinforcement Learning with Linear Function Approximation,"[{'authorId': '35420640', 'name': 'Jiafan He'}, {'authorId': '35972566', 'name': 'Dongruo Zhou'}, {'authorId': '9937103', 'name': 'Quanquan Gu'}]",Logarithmic Regret for Reinforcement Learning with Linear Function Approximation,2020,International Conference on Machine Learning,82,44,12,132,184,0,CMR10,26,0,11,17,0,0,11645
246634091,2202.02526,LyaNet: A Lyapunov Framework for Training Neural ODEs,"[{'authorId': '143849906', 'name': 'I. D. Rodriguez'}, {'authorId': '6386345', 'name': 'A. Ames'}, {'authorId': '2046181102', 'name': 'Yisong Yue'}]",LyaNet A Lyapunov Framework for Training Neural ODEs,2022,International Conference on Machine Learning,34,44,2,76,66,14,NimbusRomNo9L,17,0,10,14,0,2,9226
235422138,2009.05567,Machine Unlearning for Random Forests,"[{'authorId': '2086165914', 'name': 'Jonathan Brophy'}, {'authorId': '3021654', 'name': 'Daniel Lowd'}]",Machine Unlearning for Random Forests,2020,International Conference on Machine Learning,111,96,8,100,10,49,NimbusRomNo9L,29,14,11,23,0,18,15989
3518591,1802.09308,Max-Mahalanobis Linear Discriminant Analysis Networks,"[{'authorId': '19201674', 'name': 'Tianyu Pang'}, {'authorId': '144369497', 'name': 'Chao Du'}, {'authorId': '145254043', 'name': 'Jun Zhu'}]",Max-Mahalanobis Linear Discriminant Analysis Networks,2018,International Conference on Machine Learning,48,36,5,91,109,15,NimbusRomNo9L,13,0,8,11,0,6,8920
249642147,2206.06520,Memory-Based Model Editing at Scale,"[{'authorId': '49688913', 'name': 'E. Mitchell'}, {'authorId': '2116721670', 'name': 'Charles Lin'}, {'authorId': '2691021', 'name': 'Antoine Bosselut'}, {'authorId': '144783904', 'name': 'Christopher D. Manning'}, {'authorId': '46881670', 'name': 'Chelsea Finn'}]",Memory-Based Model Editing at Scale,2022,International Conference on Machine Learning,153,51,32,105,16,0,NimbusRomNo9L,15,15,8,4,0,0,10993
208637221,1912.02738,MetaFun: Meta-Learning with Iterative Functional Updates,"[{'authorId': '2110642204', 'name': 'Jin Xu'}, {'authorId': '50880398', 'name': 'Jean-Francois Ton'}, {'authorId': '3407176', 'name': 'Hyunjik Kim'}, {'authorId': '7497792', 'name': 'Adam R. Kosiorek'}, {'authorId': '1725303', 'name': 'Y. Teh'}]",MetaFun Meta-Learning with Iterative Functional Updates,2019,International Conference on Machine Learning,62,44,3,124,52,13,NimbusRomNo9L,16,7,8,8,0,12,8737
259138834,2212.04055,Mitigating Memorization of Noisy Labels by Clipping the Model Prediction,"[{'authorId': '2115312735', 'name': 'Hongxin Wei'}, {'authorId': '8841273', 'name': 'Huiping Zhuang'}, {'authorId': '1381430534', 'name': 'Renchunzi Xie'}, {'authorId': '47010134', 'name': 'Lei Feng'}, {'authorId': '47537639', 'name': 'Gang Niu'}, {'authorId': '2057964623', 'name': 'Bo An'}, {'authorId': '1527103472', 'name': 'Yixuan Li'}]",Mitigating Memorization of Noisy Labels by Clipping the Model Prediction,2022,International Conference on Machine Learning,12,85,0,144,34,13,NimbusRomNo9L,19,11,14,9,0,18,11696
245424947,2112.12320,Model Selection in Batch Policy Optimization,"[{'authorId': '120703894', 'name': 'Jonathan Lee'}, {'authorId': '145499435', 'name': 'G. Tucker'}, {'authorId': '7624658', 'name': 'Ofir Nachum'}, {'authorId': '144445937', 'name': 'Bo Dai'}]",Model Selection in Batch Policy Optimization,2021,International Conference on Machine Learning,9,52,1,6,0,0,SFRM1200,45,0,7,0,0,0,16225
245130912,2112.07544,Modeling Strong and Human-Like Gameplay with KL-Regularized Search,"[{'authorId': '12782441', 'name': 'Athul Paul Jacob'}, {'authorId': '2118208649', 'name': 'David J. Wu'}, {'authorId': '81885589', 'name': 'Gabriele Farina'}, {'authorId': '1977806', 'name': 'Adam Lerer'}, {'authorId': '152918929', 'name': 'A. Bakhtin'}, {'authorId': '2112400', 'name': 'Jacob Andreas'}, {'authorId': '2685623', 'name': 'Noam Brown'}]",Modeling Strong and Human-Like Gameplay with KL-Regularized Search,2021,International Conference on Machine Learning,32,80,2,0,0,0,NimbusRomNo9L,33,0,0,0,0,0,20848
174800525,1912.06292,More Efficient Off-Policy Evaluation through Regularized Targeted Learning,"[{'authorId': '88877857', 'name': 'Aurélien F. Bibaut'}, {'authorId': '48991238', 'name': 'I. Malenica'}, {'authorId': '31651045', 'name': 'N. Vlassis'}, {'authorId': '2807672', 'name': 'M. Laan'}]",More Efficient Off-Policy Evaluation through Regularized Targeted Learning,2019,International Conference on Machine Learning,37,25,3,58,276,6,NimbusRomNo9L,24,14,13,25,0,0,16140
253097761,2210.12765,Multi-Objective GFlowNets,"[{'authorId': '1383135665', 'name': 'Moksh Jain'}, {'authorId': '1498636613', 'name': 'S. Raparthy'}, {'authorId': '83015253', 'name': 'Alex Hernández-García'}, {'authorId': '1416982829', 'name': 'Jarrid Rector-Brooks'}, {'authorId': '1865800402', 'name': 'Y. Bengio'}, {'authorId': '51895312', 'name': 'Santiago Miret'}, {'authorId': '2416433', 'name': 'Emmanuel Bengio'}]",Multi-Objective GFlowNets,2022,International Conference on Machine Learning,37,79,1,0,0,0,NimbusRomNo9L,23,1,2,2,0,0,13043
235490274,2106.10860,Multiplying Matrices Without Multiplying,"[{'authorId': '2969944', 'name': 'Davis W. Blalock'}, {'authorId': '1724429', 'name': 'J. Guttag'}]",Multiplying Matrices Without Multiplying,2021,International Conference on Machine Learning,26,78,6,104,77,33,NimbusRomNo9L,22,4,12,27,0,0,15097
220404291,2007.03927,Near Input Sparsity Time Kernel Embeddings via Adaptive Sampling,"[{'authorId': '143982862', 'name': 'David P. Woodruff'}, {'authorId': '2872461', 'name': 'A. Zandieh'}]",Near Input Sparsity Time Kernel Embeddings via Adaptive Sampling,2020,International Conference on Machine Learning,19,27,1,46,103,0,CMR10,17,3,13,8,1,2,14928
246652213,2202.03525,Nesterov Accelerated Shuffling Gradient Method for Convex Optimization,"[{'authorId': '2072581996', 'name': 'Trang H. Tran'}, {'authorId': '144274166', 'name': 'Lam M. Nguyen'}, {'authorId': '2005127', 'name': 'K. Scheinberg'}]",Nesterov Accelerated Shuffling Gradient Method for Convex Optimization,2022,International Conference on Machine Learning,10,57,2,0,0,0,NimbusRomNo9L,30,0,0,0,0,0,15157
59606233,1902.02302,Neural Network Attributions: A Causal Perspective,"[{'authorId': '2054168194', 'name': 'Aditya Chattopadhyay'}, {'authorId': '40959579', 'name': 'Piyushi Manupriya'}, {'authorId': '2082418935', 'name': 'Anirban Sarkar'}, {'authorId': '1699429', 'name': 'V. Balasubramanian'}]",Neural Network Attributions A Causal Perspective,2019,International Conference on Machine Learning,121,42,12,50,42,30,NimbusRomNo9L,17,4,8,16,10,0,11457
174799806,1906.07304,Neurally-Guided Structure Inference,"[{'authorId': '2051646999', 'name': 'Sidi Lu'}, {'authorId': '13589371', 'name': 'Jiayuan Mao'}, {'authorId': '1763295', 'name': 'J. Tenenbaum'}, {'authorId': '3045089', 'name': 'Jiajun Wu'}]",Neurally-Guided Structure Inference,2019,International Conference on Machine Learning,6,48,0,137,2,22,NimbusRomNo9L,11,8,6,9,0,8,7453
219636362,2006.06979,Non-Negative Bregman Divergence Minimization for Deep Direct Density Ratio Estimation,"[{'authorId': '144397047', 'name': 'Masahiro Kato'}, {'authorId': '80934473', 'name': 'Takeshi Teshima'}]",Non-Negative Bregman Divergence Minimization for Deep Direct Density Ratio Estimation,2020,International Conference on Machine Learning,26,136,2,379,229,21,NimbusRomNo9L,36,23,19,18,2,14,20959
58006597,1901.04653,Normalized Flat Minima: Exploring Scale Invariant Definition of Flat Minima for Neural Networks using PAC-Bayesian Analysis,"[{'authorId': '37708360', 'name': 'Yusuke Tsuzuku'}, {'authorId': '73355331', 'name': 'Issei Sato'}, {'authorId': '67154907', 'name': 'Masashi Sugiyama'}]",Normalized Flat Minima Exploring Scale Invariant Definition of Flat Minima for Neural Networks using PAC-Bayesian Analysis,2019,International Conference on Machine Learning,65,65,5,121,78,18,SFRM1000,25,7,14,18,0,2,7891
202749823,1909.11583,Off-Policy Actor-Critic with Shared Experience Replay,"[{'authorId': '152380508', 'name': 'Simon Schmitt'}, {'authorId': '39357484', 'name': 'Matteo Hessel'}, {'authorId': '34838386', 'name': 'K. Simonyan'}]",Off-Policy Actor-Critic with Shared Experience Replay,2019,International Conference on Machine Learning,61,56,12,8,0,3,NimbusRomNo9L,20,0,5,0,1,0,10282
211205037,2002.08422,On Conditional Versus Marginal Bias in Multi-Armed Bandits,"[{'authorId': '46935293', 'name': 'Jaehyeok Shin'}, {'authorId': '2556942', 'name': 'Aaditya Ramdas'}, {'authorId': '1730560', 'name': 'A. Rinaldo'}]",On Conditional Versus Marginal Bias in Multi-Armed Bandits,2020,International Conference on Machine Learning,10,27,1,56,117,27,NimbusRomNo9L,18,0,8,14,0,0,12540
247619158,2203.12056,On Last-Iterate Convergence Beyond Zero-Sum Games,"[{'authorId': '1935668541', 'name': 'Ioannis Anagnostides'}, {'authorId': '2522024', 'name': 'Ioannis Panageas'}, {'authorId': '81885589', 'name': 'Gabriele Farina'}, {'authorId': '145714168', 'name': 'T. Sandholm'}]",On Last-Iterate Convergence Beyond Zero-Sum Games,2022,International Conference on Machine Learning,29,97,2,261,396,26,CMR10,62,10,11,14,0,0,25405
211075853,2002.04137,On Robust Mean Estimation under Coordinate-level Corruption,"[{'authorId': '40557408', 'name': 'Zifan Liu'}, {'authorId': '2109283816', 'name': 'Jongho Park'}, {'authorId': '1491819878', 'name': 'Nils Palumbo'}, {'authorId': '145071799', 'name': 'Theodoros Rekatsinas'}, {'authorId': '2347899', 'name': 'Christos Tzamos'}]",On Robust Mean Estimation under Coordinate-level Corruption,2020,International Conference on Machine Learning,6,52,1,52,16,24,NimbusRomNo9L,21,0,4,18,0,2,15036
248811584,2205.07428,On the Convergence of the Shapley Value in Parametric Bayesian Learning Games,"[{'authorId': '2026742', 'name': 'Lucas Agussurja'}, {'authorId': '50180555', 'name': 'Xinyi Xu'}, {'authorId': '145454065', 'name': 'K. H. Low'}]",On the Convergence of the Shapley Value in Parametric Bayesian Learning Games,2022,International Conference on Machine Learning,11,26,0,8,22,3,NimbusRomNo9L,17,0,6,0,0,0,11423
249926616,2206.10614,On the Impossibility of Learning to Cooperate with Adaptive Partner Strategies in Repeated Games,"[{'authorId': '32182645', 'name': 'R. Loftin'}, {'authorId': '1799949', 'name': 'F. Oliehoek'}]",On the Impossibility of Learning to Cooperate with Adaptive Partner Strategies in Repeated Games,2022,International Conference on Machine Learning,1,28,0,40,98,0,NimbusRomNo9L,13,2,12,7,0,0,9590
247158283,2202.13736,On the Robustness of CountSketch to Adaptive Inputs,"[{'authorId': '50784021', 'name': 'E. Cohen'}, {'authorId': '2142657061', 'name': 'Xin Lyu'}, {'authorId': '49344061', 'name': 'Jelani Nelson'}, {'authorId': '2156586704', 'name': ""Tam'as Sarl'os""}, {'authorId': '30191160', 'name': 'M. Shechner'}, {'authorId': '2734576', 'name': 'Uri Stemmer'}]",On the Robustness of CountSketch to Adaptive Inputs,2022,International Conference on Machine Learning,14,55,0,39,290,4,NimbusRomNo9L,28,31,13,22,8,0,18178
4387181,1803.09597,One-Shot Segmentation in Clutter,"[{'authorId': '40899528', 'name': 'Claudio Michaelis'}, {'authorId': '1731199', 'name': 'M. Bethge'}, {'authorId': '1746183', 'name': 'Alexander S. Ecker'}]",One-Shot Segmentation in Clutter,2018,International Conference on Machine Learning,36,43,2,64,0,12,NimbusRomNo9L,10,0,9,24,0,4,6963
235422356,2106.06885,Online Learning with Optimism and Delay,"[{'authorId': '2980470', 'name': 'Genevieve Flaspohler'}, {'authorId': '1721068', 'name': 'Francesco Orabona'}, {'authorId': '29788393', 'name': 'J. Cohen'}, {'authorId': '3387970', 'name': 'Soukayna Mouatadid'}, {'authorId': '49136114', 'name': 'M. Oprescu'}, {'authorId': '51290174', 'name': 'Paulo Orenstein'}, {'authorId': '143722101', 'name': 'Lester W. Mackey'}]",Online Learning with Optimism and Delay,2021,International Conference on Machine Learning,24,58,4,0,0,0,CMSY10,37,0,1,0,0,0,20804
220403644,2007.03938,Operation-Aware Soft Channel Pruning using Differentiable Masks,"[{'authorId': '2111623202', 'name': 'Minsoo Kang'}, {'authorId': '40030651', 'name': 'Bohyung Han'}]",Operation-Aware Soft Channel Pruning using Differentiable Masks,2020,International Conference on Machine Learning,113,38,18,84,26,19,NimbusRomNo9L,10,7,6,13,0,16,7181
231924424,2102.07387,Optimal Regret Algorithm for Pseudo-1d Bandit Convex Optimization,"[{'authorId': '2892691', 'name': 'Aadirupa Saha'}, {'authorId': '145328735', 'name': 'Nagarajan Natarajan'}, {'authorId': '1751626', 'name': 'Praneeth Netrapalli'}, {'authorId': '48964143', 'name': 'Prateek Jain'}]",Optimal Regret Algorithm for Pseudo-1d Bandit Convex Optimization,2021,International Conference on Machine Learning,5,24,0,7,66,0,URWPalladioL,25,3,3,4,0,0,10655
250113507,2206.14418,Optimization-Induced Graph Implicit Nonlinear Diffusion,"[{'authorId': '2171695712', 'name': 'Qi Chen'}, {'authorId': '2115568564', 'name': 'Yifei Wang'}, {'authorId': '2115869684', 'name': 'Yisen Wang'}, {'authorId': '2144511379', 'name': 'Jiansheng Yang'}, {'authorId': '33383055', 'name': 'Zhouchen Lin'}]",Optimization-Induced Graph Implicit Nonlinear Diffusion,2022,International Conference on Machine Learning,23,61,4,108,56,9,NimbusRomNo9L,14,0,14,14,0,18,9120
51873591,1802.06307,Out-of-sample extension of graph adjacency spectral embedding,"[{'authorId': '37796390', 'name': 'Keith D. Levin'}, {'authorId': '1404348727', 'name': 'Farbod Roosta-Khorasani'}, {'authorId': '143884206', 'name': 'Michael W. Mahoney'}, {'authorId': '1693972', 'name': 'C. Priebe'}]",Out-of-sample extension of graph adjacency spectral embedding,2018,International Conference on Machine Learning,15,41,5,108,140,9,CMR12,31,0,10,8,0,0,12574
211532640,2002.12321,PAPRIKA: Private Online False Discovery Rate Control,"[{'authorId': '2108277232', 'name': 'Wanrong Zhang'}, {'authorId': '143835728', 'name': 'Gautam Kamath'}, {'authorId': '49326047', 'name': 'Rachel Cummings'}]",PAPRIKA Private Online False Discovery Rate Control,2020,International Conference on Machine Learning,6,18,0,0,0,0,SFRM1000,25,0,0,0,0,0,12063
210698654,2001.05136,Parallel Machine Translation with Disentangled Context Transformer,"[{'authorId': '11348687', 'name': 'Jungo Kasai'}, {'authorId': '2059363961', 'name': 'James Cross'}, {'authorId': '2320509', 'name': 'Marjan Ghazvininejad'}, {'authorId': '3016273', 'name': 'Jiatao Gu'}]",Parallel Machine Translation with Disentangled Context Transformer,2020,International Conference on Machine Learning,31,37,5,116,28,18,NimbusRomNo9L,12,13,8,14,0,14,7930
167217590,1902.00640,Particle Flow Bayes' Rule,"[{'authorId': '66273798', 'name': 'Xinshi Chen'}, {'authorId': '2791430', 'name': 'H. Dai'}, {'authorId': '1779453', 'name': 'Le Song'}]",Particle Flow Bayes Rule,2019,International Conference on Machine Learning,7,32,1,90,93,61,Unknown,14,0,10,11,2,2,9219
249889619,2206.10206,Personalized Subgraph Federated Learning,"[{'authorId': '90765684', 'name': 'Jinheon Baek'}, {'authorId': '148346757', 'name': 'Wonyong Jeong'}, {'authorId': '2171805177', 'name': 'Jiongdao Jin'}, {'authorId': '13563486', 'name': 'Jaehong Yoon'}, {'authorId': '35788904', 'name': 'Sung Ju Hwang'}]",Personalized Subgraph Federated Learning,2022,International Conference on Machine Learning,17,75,4,0,0,0,DejaVuSerif,20,0,0,0,0,0,16641
250280082,2207.01847,PoF: Post-Training of Feature Extractor for Improving Generalization,"[{'authorId': '152599661', 'name': 'Ikuro Sato'}, {'authorId': '2174811963', 'name': 'Ryota Yamada'}, {'authorId': '2149516477', 'name': 'Masayuki Tanaka'}, {'authorId': '1718406', 'name': 'Nakamasa Inoue'}, {'authorId': '48727803', 'name': 'Rei Kawakami'}]",PoF Post-Training of Feature Extractor for Improving Generalization,2022,International Conference on Machine Learning,1,47,0,36,20,24,NimbusRomNo9L,10,0,6,7,0,4,7307
153312991,1905.05393,Population Based Augmentation: Efficient Learning of Augmentation Policy Schedules,"[{'authorId': '2056459339', 'name': 'Daniel Ho'}, {'authorId': '40274002', 'name': 'Eric Liang'}, {'authorId': '144467753', 'name': 'I. Stoica'}, {'authorId': '1689992', 'name': 'P. Abbeel'}, {'authorId': '41192764', 'name': 'Xi Chen'}]",Population Based Augmentation Efficient Learning of Augmentation Policy Schedules,2019,International Conference on Machine Learning,356,53,50,52,0,26,NimbusRomNo9L,14,0,9,9,0,8,7493
53107069,1810.06509,Predictor-Corrector Policy Optimization,"[{'authorId': '1978613', 'name': 'Ching-An Cheng'}, {'authorId': '8073235', 'name': 'Xinyan Yan'}, {'authorId': '13693897', 'name': 'Nathan D. Ratliff'}, {'authorId': '3288815', 'name': 'Byron Boots'}]",Predictor-Corrector Policy Optimization,2018,International Conference on Machine Learning,21,72,1,79,34,10,NimbusRomNo9L,31,2,8,8,5,2,18786
235651966,2106.13756,Private Adaptive Gradient Methods for Convex Optimization,"[{'authorId': '50392836', 'name': 'Hilal Asi'}, {'authorId': '1734693', 'name': 'John C. Duchi'}, {'authorId': '113441545', 'name': 'Alireza Fallah'}, {'authorId': '2317068', 'name': 'O. Javidbakht'}, {'authorId': '35210462', 'name': 'Kunal Talwar'}]",Private Adaptive Gradient Methods for Convex Optimization,2021,International Conference on Machine Learning,39,34,9,14,0,0,SFRM1095,26,0,0,0,0,0,11449
3814093,1803.03242,Probably Approximately Metric-Fair Learning,"[{'authorId': '2551824', 'name': 'G. Rothblum'}, {'authorId': '36825265', 'name': 'G. Yona'}]",Probably Approximately Metric-Fair Learning,2018,International Conference on Machine Learning,79,36,9,44,150,0,CMR10,40,22,8,17,3,0,18801
148571800,1905.03674,Proportionally Fair Clustering,"[{'authorId': '2118654127', 'name': 'Xingyu Chen'}, {'authorId': '2605019', 'name': 'Brandon Fain'}, {'authorId': '118139009', 'name': 'Charles Lyu'}, {'authorId': '1679666', 'name': 'Kamesh Munagala'}]",Proportionally Fair Clustering,2019,International Conference on Machine Learning,116,37,14,47,10,33,CMR10,18,3,7,13,3,2,9987
235826414,2207.12463,Provably Efficient Fictitious Play Policy Optimization for Zero-Sum Markov Games with Structured Transitions,"[{'authorId': '48332181', 'name': 'Shuang Qiu'}, {'authorId': '2650261', 'name': 'Xiaohan Wei'}, {'authorId': '2778556', 'name': 'Jieping Ye'}, {'authorId': '50218397', 'name': 'Zhaoran Wang'}, {'authorId': '150358650', 'name': 'Zhuoran Yang'}]",Provably Efficient Fictitious Play Policy Optimization for Zero-Sum Markov Games with Structured Transitions,2022,International Conference on Machine Learning,9,52,4,82,518,6,LMRoman10,59,0,10,8,0,0,24763
220632874,2009.06962,Puzzle Mix: Exploiting Saliency and Local Statistics for Optimal Mixup,"[{'authorId': '2116315847', 'name': 'Jang-Hyun Kim'}, {'authorId': '1943790741', 'name': 'Wonho Choo'}, {'authorId': '2133680', 'name': 'Hyun Oh Song'}]",Puzzle Mix Exploiting Saliency and Local Statistics for Optimal Mixup,2020,International Conference on Machine Learning,296,42,62,81,18,56,NimbusRomNo9L,17,0,13,18,3,22,9848
254408961,2212.03906,Quantum Lower Bounds for Finding Stationary Points of Nonconvex Functions,"[{'authorId': '2200057125', 'name': 'Chenyi Zhang'}, {'authorId': '143950975', 'name': 'Tongyang Li'}]",Quantum Lower Bounds for Finding Stationary Points of Nonconvex Functions,2022,International Conference on Machine Learning,2,57,0,222,438,0,NimbusRomNo9L,32,3,8,13,5,0,18414
159042202,1905.07570,RaFM: Rank-Aware Factorization Machines,"[{'authorId': '2144149538', 'name': 'Xiaoshuang Chen'}, {'authorId': '47833747', 'name': 'Yin Zheng'}, {'authorId': '48094680', 'name': 'Jiaxing Wang'}, {'authorId': '2260844', 'name': 'Wenye Ma'}, {'authorId': '1768190', 'name': 'Junzhou Huang'}]",RaFM Rank-Aware Factorization Machines,2019,International Conference on Machine Learning,11,18,0,21,48,12,CMSY10,13,0,7,12,6,8,7685
209516346,1912.12834,Randomly Projected Additive Gaussian Processes for Regression,"[{'authorId': '1471886408', 'name': 'Ian A. Delbridge'}, {'authorId': '1752264', 'name': 'D. Bindel'}, {'authorId': '145771261', 'name': 'A. Wilson'}]",Randomly Projected Additive Gaussian Processes for Regression,2019,International Conference on Machine Learning,24,46,4,104,42,34,Unknown,14,0,9,14,1,4,8591
258832624,1903.03850,Recovery Bounds on Class-Based Optimal Transport: A Sum-of-Norms Regularization Framework,"[{'authorId': '146167731', 'name': 'Arman Rahbar'}, {'authorId': '1733181', 'name': 'Ashkan Panahi'}, {'authorId': '31527457', 'name': 'M. Chehreghani'}, {'authorId': '1809979', 'name': 'Devdatt P. Dubhashi'}, {'authorId': '145087510', 'name': 'H. Krim'}]",Recovery Bounds on Class-Based Optimal Transport A Sum-of-Norms Regularization Framework,2019,International Conference on Machine Learning,0,40,0,5,14,3,NimbusRomNo9L,28,0,8,3,1,0,14798
220280984,2007.00514,Regularized Online Allocation Problems: Fairness and Beyond,"[{'authorId': '145602094', 'name': 'S. Balseiro'}, {'authorId': '9537209', 'name': 'Haihao Lu'}, {'authorId': '1728881', 'name': 'V. Mirrokni'}]",Regularized Online Allocation Problems Fairness and Beyond,2020,International Conference on Machine Learning,40,61,12,124,162,6,SFRM1095,46,16,11,13,0,2,18337
250264136,2207.01156,Removing Batch Normalization Boosts Adversarial Training,"[{'authorId': '113727681', 'name': 'Haotao Wang'}, {'authorId': '2085709', 'name': 'Aston Zhang'}, {'authorId': '2163381961', 'name': 'Shuai Zheng'}, {'authorId': '2110332219', 'name': 'Xingjian Shi'}, {'authorId': '1701799', 'name': 'Mu Li'}, {'authorId': '2969311', 'name': 'Zhangyang Wang'}]",Removing Batch Normalization Boosts Adversarial Training,2022,International Conference on Machine Learning,28,62,1,101,14,30,NimbusRomNo9L,13,5,9,13,0,14,8183
246411233,2201.12114,Rethinking Attention-Model Explainability through Faithfulness Violation Test,"[{'authorId': '35435925', 'name': 'Y. Liu'}, {'authorId': '144878149', 'name': 'Haoliang Li'}, {'authorId': '30921555', 'name': 'Yangyang Guo'}, {'authorId': '144332826', 'name': 'Chen Kong'}, {'authorId': '2152914623', 'name': 'Jing Li'}, {'authorId': '2144190725', 'name': 'Shiqi Wang'}]",Rethinking Attention-Model Explainability through Faithfulness Violation Test,2022,International Conference on Machine Learning,26,74,1,83,10,33,NimbusRomNo9L,18,1,11,13,0,10,8618
