corpusid,arxiv_id,title,year,venue,citationcount,referencecount,influentialcitationcount,equations,figures,font,pages,paragraphs,content_references,tables,words,sections,subsections,subsubsections
235743024,2206.07137,"Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt",2022,International Conference on Machine Learning,75,63,10,17,24,NimbusRomNo9L,19,29,128,8,12357,15,4,0
250340793,2207.09097,Lazy Estimation of Variable Importance for Large Neural Networks,2022,International Conference on Machine Learning,3,43,0,130,36,CMR10,25,0,48,4,11655,10,22,6
247218125,2203.01302,Evolving Curricula with Regret-Based Environment Design,2022,International Conference on Machine Learning,64,101,6,8,169,NimbusRomNo9L,26,0,268,22,15527,10,16,0
251018299,2207.11240,Discrete Key-Value Bottleneck,2022,International Conference on Machine Learning,14,93,0,36,51,NimbusRomNo9L,25,3,69,2,13818,13,10,0
254877535,2212.10420,Settling the Reward Hypothesis,2022,International Conference on Machine Learning,9,53,1,104,7,NimbusRomNo9L,18,0,117,0,12311,17,7,0
249642580,2206.06614,Transformers are Meta-Reinforcement Learners,2022,International Conference on Machine Learning,26,62,3,20,39,NimbusRomNo9L,20,0,140,0,9973,13,14,0
258990100,2205.15695,On Preemption and Learning in Stochastic Scheduling,2022,International Conference on Machine Learning,0,28,0,319,13,NimbusRomNo9L,39,15,44,0,19749,13,20,5
250340748,2209.10091,Variational Inference for Infinitely Deep Neural Networks,2022,International Conference on Machine Learning,6,59,2,16,26,NimbusRomNo9L,15,0,72,4,9198,10,8,0
248391930,2204.12371,Social learning spontaneously emerges by searching optimal heuristics with deep reinforcement learning,2022,International Conference on Machine Learning,0,62,0,0,39,NimbusRomNo9L,20,0,42,0,11315,15,8,0
256662503,2209.14249,Compositional Score Modeling for Simulation-Based Inference,2022,International Conference on Machine Learning,4,70,1,56,29,NimbusRomNo9L,19,13,120,0,11015,12,19,0
247958333,2204.01800,The Fast Johnson-Lindenstrauss Transform is Even Faster,2022,International Conference on Machine Learning,3,27,0,0,0,SFRM1000,28,0,0,0,15760,0,0,0
255341248,2212.14319,Gaussian Process Priors for Systems of Linear Partial Differential Equations with Constant Coefficients,2022,International Conference on Machine Learning,4,111,1,96,40,NimbusRomNo9L,29,0,80,6,17083,16,11,0
246634093,2202.03299,Training OOD Detectors in their Natural Habitats,2022,International Conference on Machine Learning,40,52,4,84,8,NimbusRomNo9L,18,21,60,8,10900,11,7,0
249209852,2205.15821,Unsupervised Image Representation Learning with Deep Latent Particles,2022,International Conference on Machine Learning,3,62,1,4,39,NimbusRomNo9L,22,14,247,8,11587,14,13,0
246863842,2202.07013,Robust Policy Learning over Multiple Uncertainty Sets,2022,International Conference on Machine Learning,11,62,2,0,0,NimbusRomNo9L,15,0,0,0,10672,0,0,0
258437330,2201.11989,Existence and Estimation of Critical Batch Size for Training Generative Adversarial Networks with Two Time-Scale Update Rule,2022,International Conference on Machine Learning,3,41,1,250,30,NimbusRomNo9L,24,0,88,10,13995,7,24,4
255340715,2212.14468,An Instrumental Variable Approach to Confounded Off-Policy Evaluation,2022,International Conference on Machine Learning,4,90,0,300,16,CMR12,67,0,105,0,17790,15,16,0
247011489,2202.09729,It's Raw! Audio Generation with State-Space Models,2022,International Conference on Machine Learning,96,55,8,0,0,CMR10,23,0,0,0,10614,1,0,0
246608081,2202.01855,Self-supervised Learning with Random-projection Quantizer for Speech Recognition,2022,International Conference on Machine Learning,77,30,13,4,6,NimbusRomNo9L,10,4,60,12,6847,6,8,7
246485460,2202.01454,Deep Hierarchy in Bandits,2022,International Conference on Machine Learning,12,48,2,0,0,NimbusRomNo9L,16,0,0,0,10561,0,0,0
258352187,2205.14714,Comparison of meta-learners for estimating multi-valued treatment heterogeneous effects,2022,International Conference on Machine Learning,1,66,0,409,17,NimbusRomNo9L,42,7,133,50,19441,14,30,11
248085050,2204.04667,Linear Complexity Randomized Self-attention Mechanism,2022,International Conference on Machine Learning,18,100,0,154,9,NimbusRomNo9L,31,9,350,16,18472,17,24,4
246472998,2202.00828,Co-training Improves Prompt-based Learning for Large Language Models,2022,International Conference on Machine Learning,29,50,1,5,11,NimbusRomNo9L,17,16,114,2,12418,7,5,0
250340708,2210.13982,Hindering Adversarial Attacks with Implicit Neural Representations,2022,International Conference on Machine Learning,4,56,1,12,59,NimbusRomNo9L,25,0,151,14,12606,10,11,7
249889158,2206.09150,Thompson Sampling for (Combinatorial) Pure Exploration,2022,International Conference on Machine Learning,5,21,1,56,4,NimbusRomNo9L,14,0,96,0,10230,11,4,0
246430748,2201.13256,Proximal denoiser for convergent plug-and-play optimization with nonconvex regularization,2022,International Conference on Machine Learning,39,62,8,154,95,NimbusRomNo9L,23,8,128,16,12187,14,12,4
249953735,2206.11517,Utilizing Expert Features for Contrastive Learning of Time-Series Representations,2022,International Conference on Machine Learning,12,41,0,40,27,NimbusRomNo9L,21,0,104,18,13223,11,28,0
247244863,2203.02025,Online Balanced Experimental Design,2022,International Conference on Machine Learning,2,38,0,93,24,NimbusRomNo9L,21,8,155,2,10572,8,15,0
253244053,2211.00181,The Numerical Stability of Hyperbolic Representation Learning,2022,International Conference on Machine Learning,5,40,2,92,73,NimbusRomNo9L,25,13,116,10,13047,10,19,2
253734960,2211.10773,A Two-Stage Active Learning Algorithm for k-Nearest Neighbors,2022,International Conference on Machine Learning,0,26,0,96,3,NimbusRomNo9L,31,0,121,0,18671,11,24,1
250144604,2206.15448,Learning Iterative Reasoning through Energy Minimization,2022,International Conference on Machine Learning,10,44,3,0,0,NimbusRomNo9L,14,0,0,0,9174,0,0,0
248377304,2204.11464,Towards Evaluating Adaptivity of Model-Based Reinforcement Learning Methods,2022,International Conference on Machine Learning,9,40,0,0,0,NimbusRomNo9L,26,0,0,0,15537,0,0,0
248987207,2205.10895,Contextual Information-Directed Sampling,2022,International Conference on Machine Learning,11,37,4,0,0,NimbusRomNo9L,21,0,2,0,10281,0,0,0
253383841,2211.03761,Proper losses for discrete generative models,2022,International Conference on Machine Learning,1,24,0,48,0,NimbusRomNo9L,20,4,42,0,10798,16,24,0
249890184,2206.08994,Robust Group Synchronization via Quadratic Programming,2022,International Conference on Machine Learning,5,30,2,49,21,NimbusRomNo9L,11,0,64,2,7950,4,14,0
256627805,2210.01908,Supervised Metric Learning to Rank for Retrieval via Contextual Similarity Optimization,2022,International Conference on Machine Learning,1,51,0,102,94,NimbusRomNo9L,33,0,133,20,18197,15,23,3
249431806,2206.03383,On the Role of Discount Factor in Offline Reinforcement Learning,2022,International Conference on Machine Learning,11,49,0,6,17,NimbusRomNo9L,27,0,9,8,14236,1,3,4
250279747,2207.01844,Efficient Representation Learning via Adaptive Context Pooling,2022,International Conference on Machine Learning,4,45,1,12,18,NimbusRomNo9L,13,0,79,14,8650,9,7,0
249712028,2206.08061,Active Nearest Neighbor Regression Through Delaunay Refinement,2022,International Conference on Machine Learning,0,48,0,18,57,NimbusRomNo9L,15,0,58,4,8903,6,9,0
258987596,2210.02412,Why Random Pruning Is All We Need to Start Sparse,2022,International Conference on Machine Learning,3,62,2,78,22,NimbusRomNo9L,29,2,212,64,18581,4,19,2
250089371,2206.13813,Sublinear-Time Clustering Oracle for Signed Graphs,2022,International Conference on Machine Learning,1,28,0,149,32,SFRM1000,37,0,63,2,20574,13,10,0
255125474,2212.12749,Deep Latent State Space Models for Time-Series Generation,2022,International Conference on Machine Learning,11,58,1,58,10,NimbusRomNo9L,19,0,67,4,9750,4,10,0
247476126,2203.08644,Context-Aware Drift Detection,2022,International Conference on Machine Learning,11,40,1,0,0,NimbusRomNo9L,25,0,0,0,13820,1,0,0
249642595,2206.06847,On the Finite-Time Performance of the Knowledge Gradient Algorithm,2022,International Conference on Machine Learning,3,44,0,198,21,CMR10,34,0,66,0,15354,15,7,0
249192332,2205.14443,A Closer Look at Self-supervised Lightweight Vision Transformers,2022,International Conference on Machine Learning,18,87,2,6,16,NimbusRomNo9L,18,19,85,10,10500,7,4,0
249282662,2206.00846,Faster Rates of Convergence to Stationary Points in Differentially Private Optimization,2022,International Conference on Machine Learning,16,52,3,0,0,CMR10,42,0,41,0,18897,3,3,0
249674810,2206.07050,Near-Exact Recovery for Tomographic Inverse Problems via Deep Learning,2022,International Conference on Machine Learning,14,48,0,30,34,NimbusRomNo9L,14,0,67,2,8155,9,9,0
250072970,2206.12848,Analysis of Stochastic Processes through Replay Buffers,2022,International Conference on Machine Learning,4,41,1,0,0,NimbusRomNo9L,22,0,0,0,12202,1,0,0
249605768,2206.04762,Data-Efficient Double-Win Lottery Tickets from Robust Pre-training,2022,International Conference on Machine Learning,6,70,0,6,31,NimbusRomNo9L,13,13,68,4,7989,11,2,0
249605324,2206.05032,Scalable Deep Gaussian Markov Random Fields for General Graphs,2022,International Conference on Machine Learning,3,45,0,0,0,NimbusRomNo9L,22,0,0,0,13732,7,0,0
254221072,2212.00884,Pareto Regret Analyses in Multi-objective Multi-armed Bandit,2022,International Conference on Machine Learning,1,19,0,252,15,NimbusRomNo9L,19,7,115,2,13870,8,9,17
247618926,2203.11973,Scalable Deep Reinforcement Learning Algorithms for Mean Field Games,2022,International Conference on Machine Learning,19,53,5,60,27,NimbusRomNo9L,20,5,132,0,10576,10,11,0
246430262,2201.12498,Investigating Why Contrastive Learning Benefits Robustness Against Label Noise,2022,International Conference on Machine Learning,26,52,1,0,0,NimbusRomNo9L,21,0,0,0,13131,1,0,0
249642187,2206.06640,Confidence Score for Source-Free Unsupervised Domain Adaptation,2022,International Conference on Machine Learning,34,43,3,0,0,NimbusRomNo9L,13,0,0,0,8604,8,0,0
250340881,2202.04208,Validating Causal Inference Methods,2022,International Conference on Machine Learning,14,51,1,0,4,NimbusRomNo9L,14,0,10,0,8517,2,0,0
258186954,2210.10974,Bootstrap in High Dimension with Low Computation,2022,International Conference on Machine Learning,4,42,1,186,37,NimbusRomNo9L,35,0,105,16,20252,10,11,0
235826414,2207.12463,Provably Efficient Fictitious Play Policy Optimization for Zero-Sum Markov Games with Structured Transitions,2022,International Conference on Machine Learning,9,52,3,518,6,LMRoman10,59,0,82,0,24763,10,8,0
250072051,2206.12543,"A Fast, Well-Founded Approximation to the Empirical Neural Tangent Kernel",2022,International Conference on Machine Learning,7,51,1,155,104,NimbusRomNo9L,21,0,133,0,13774,14,6,0
246411334,2201.12289,The power of first-order smooth optimization for black-box non-smooth problems,2022,International Conference on Machine Learning,26,81,3,0,0,SFRM1095,33,0,0,0,11585,0,0,0
254636469,2212.07383,Sequential Kernelized Independence Testing,2022,International Conference on Machine Learning,10,42,2,416,62,CMR10,44,21,98,0,19037,11,15,2
253237132,2210.17011,A picture of the space of typical learnable tasks,2022,International Conference on Machine Learning,2,88,0,0,0,TeXGyreTermesX,29,0,2,0,14584,0,0,0
250340770,2207.04166,Variational Mixtures of ODEs for Inferring Cellular Gene Expression Dynamics,2022,International Conference on Machine Learning,10,34,1,32,26,NimbusRomNo9L,15,0,45,6,9261,9,8,4
248512600,2205.01940,Towards Theoretical Analysis of Transformation Complexity of ReLU DNNs,2022,International Conference on Machine Learning,1,64,0,16,27,NimbusRomNo9L,23,0,65,2,15548,5,3,0
250334501,2207.03380,"Neural Language Models are not Born Equal to Fit Brain Data, but Training Helps",2022,International Conference on Machine Learning,15,34,4,6,80,NimbusRomNo9L,18,0,51,4,8168,12,13,0
248266653,2204.09410,Generating 3D Molecules for Target Protein Binding,2022,International Conference on Machine Learning,60,57,9,60,15,NimbusRomNo9L,13,0,99,4,8544,9,2,4
259138834,2212.04055,Mitigating Memorization of Noisy Labels by Clipping the Model Prediction,2022,International Conference on Machine Learning,5,85,0,34,13,NimbusRomNo9L,19,11,144,18,11696,14,9,0
251710287,2208.09033,Quantitative Universal Approximation Bounds for Deep Belief Networks,2022,International Conference on Machine Learning,1,67,0,112,0,NimbusRomNo9L,17,2,33,0,5860,5,5,0
250055658,2207.04203,Learning to Separate Voices by Spatial Regions,2022,International Conference on Machine Learning,2,36,0,20,24,NimbusRomNo9L,11,0,31,2,7590,7,10,0
249394880,2206.02659,Robust Fine-Tuning of Deep Neural Networks with Hessian-based Generalization Guarantees,2022,International Conference on Machine Learning,16,101,0,0,0,SFRM1095,38,0,1,0,17755,0,0,0
254069952,2211.15762,Understanding the Impact of Adversarial Robustness on Accuracy Disparity,2022,International Conference on Machine Learning,4,54,1,0,0,NimbusRomNo9L,31,0,0,0,20397,0,0,0
246441977,2202.00159,Content addressable memory without catastrophic forgetting by heteroassociation with a fixed scaffold,2022,International Conference on Machine Learning,10,49,0,104,45,NimbusRomNo9L,25,0,42,0,15879,14,11,4
249642642,2206.06597,Permutation Search of Tensor Network Structures via Local Sampling,2022,International Conference on Machine Learning,8,73,2,66,45,NimbusRomNo9L,19,0,114,12,12874,9,16,0
246485683,2202.01627,Non-Vacuous Generalisation Bounds for Shallow Neural Networks,2022,International Conference on Machine Learning,21,49,0,41,36,NimbusRomNo9L,19,22,124,2,12214,8,4,0
252815402,2210.05337,SGD with large step sizes learns sparse features,2022,International Conference on Machine Learning,33,63,1,48,93,NimbusRomNo9L,23,0,104,0,13877,9,8,2
246652443,2202.03772,Particle Transformer for Jet Tagging,2022,International Conference on Machine Learning,41,68,7,14,9,NimbusRomNo9L,12,0,95,12,9095,7,2,0
247315277,2203.04115,Biological Sequence Design with GFlowNets,2022,International Conference on Machine Learning,88,51,9,22,12,NimbusRomNo9L,16,8,90,8,11307,7,7,5
256358571,2210.16242,Differential Privacy has Bounded Impact on Fairness in Classification,2022,International Conference on Machine Learning,7,51,0,199,29,NimbusRomNo9L,25,7,122,2,15258,14,12,0
246904594,2202.08417,Retrieval-Augmented Reinforcement Learning,2022,International Conference on Machine Learning,35,95,1,18,123,NimbusRomNo9L,26,3,126,12,15709,7,15,10
249847775,2206.08900,Adapting the Linearised Laplace Model Evidence for Modern Deep Learning,2022,International Conference on Machine Learning,21,71,1,18,0,NimbusRomNo9L,26,0,0,0,17449,1,0,0
250360899,2207.05376,Optimal Clustering with Noisy Queries via Multi-Armed Bandit,2022,International Conference on Machine Learning,3,27,0,34,0,NimbusRomNo9L,17,11,50,0,12282,11,16,0
249712001,2206.08107,Closed-Form Diffeomorphic Transformations for Time Series Alignment,2022,International Conference on Machine Learning,1,51,1,200,88,NimbusRomNo9L,37,9,95,4,17448,17,26,4
249848281,2206.08556,Thompson Sampling for Robust Transfer in Multi-Task Bandits,2022,International Conference on Machine Learning,3,25,0,309,60,NimbusRomNo9L,54,18,130,0,26928,14,13,6
249712361,2206.08366,Scalable First-Order Bayesian Optimization via Structured Automatic Differentiation,2022,International Conference on Machine Learning,5,76,0,60,17,NimbusRomNo9L,17,30,189,2,11311,12,7,0
248069201,2204.03809,Federated Learning with Partial Model Personalization,2022,International Conference on Machine Learning,70,58,10,281,40,NimbusRomNo9L,48,1,189,28,23471,8,19,4
248853370,2206.04713,A Resilient Distributed Boosting Algorithm,2022,International Conference on Machine Learning,2,37,1,22,4,NimbusRomNo9L,9,12,103,0,6460,7,3,0
249847807,2206.08529,Accelerating Shapley Explanation via Contributive Cooperator Selection,2022,International Conference on Machine Learning,13,35,0,106,30,NimbusRomNo9L,15,0,39,8,9790,16,12,0
246706040,2202.04895,Diffusion bridges vector quantized variational autoencoders,2022,International Conference on Machine Learning,11,26,0,20,72,NimbusRomNo9L,23,23,32,8,8126,12,8,0
252781038,2210.04860,Second-order regression models exhibit progressive sharpening to the edge of stability,2022,International Conference on Machine Learning,13,28,2,330,65,NimbusRomNo9L,26,0,35,0,14307,9,19,4
249890409,2206.10311,Marginal Tail-Adaptive Normalizing Flows,2022,International Conference on Machine Learning,6,57,1,142,67,NimbusRomNo9L,29,12,140,14,15867,10,18,0
250113507,2206.14418,Optimization-Induced Graph Implicit Nonlinear Diffusion,2022,International Conference on Machine Learning,20,61,3,56,9,NimbusRomNo9L,14,0,108,18,9120,14,14,0
249282196,2206.00796,Stabilizing Q-learning with Linear Architectures for Provably Efficient Learning,2022,International Conference on Machine Learning,4,91,2,0,0,SFRM1095,45,0,0,0,20621,0,0,0
250072127,2206.12765,Generalized Beliefs for Cooperative AI,2022,International Conference on Machine Learning,3,50,1,20,45,NimbusRomNo9L,21,4,79,4,9371,16,9,0
248427211,2204.13668,Unaligned Supervision For Automatic Music Transcription in The Wild,2022,International Conference on Machine Learning,14,19,3,0,0,NimbusRomNo9L,16,0,0,0,10507,1,0,0
246634569,2202.02628,Improved Certified Defenses against Data Poisoning with (Deterministic) Finite Aggregation,2022,International Conference on Machine Learning,34,39,9,0,0,NimbusRomNo9L,15,1,0,0,10081,1,0,0
248810929,2205.07308,Finding Global Homophily in Graph Neural Networks When Meeting Heterophily,2022,International Conference on Machine Learning,83,33,15,80,33,NimbusRomNo9L,15,0,56,8,10154,12,11,0
249889043,2206.09076,Fair Generalized Linear Models with a Convex Penalty,2022,International Conference on Machine Learning,7,40,0,84,62,NimbusRomNo9L,23,0,120,8,12839,14,35,0
249062932,2205.12331,Certified Robustness Against Natural Language Attacks by Causal Intervention,2022,International Conference on Machine Learning,17,73,2,38,12,NimbusRomNo9L,13,0,144,14,8684,13,12,0
248392231,2204.12451,Understanding The Robustness in Vision Transformers,2022,International Conference on Machine Learning,103,60,11,0,0,NimbusRomNo9L,17,0,0,0,11080,1,0,0
246607936,2202.02193,Stochastic smoothing of the top-K calibrated hinge loss for deep imbalanced classification,2022,International Conference on Machine Learning,5,47,0,0,0,NimbusRomNo9L,15,0,0,0,11197,1,0,0
253098835,2210.12839,Decentralized Stochastic Bilevel Optimization with Improved Per-Iteration Complexity,2022,International Conference on Machine Learning,14,56,6,299,20,NimbusRomNo9L,31,0,192,2,18366,8,13,2
253098865,2210.12236,Uncertain Evidence in Probabilistic Models and Stochastic Simulators,2022,International Conference on Machine Learning,2,49,0,46,18,NimbusRomNo9L,14,0,104,2,9672,10,9,0
250340950,2207.03584,Generalization Guarantee of Training Graph Convolutional Networks with Graph Topology Sampling,2022,International Conference on Machine Learning,15,39,0,0,0,NimbusRomNo9L,38,0,0,0,20645,2,0,0
253116551,2210.14315,Streaming Submodular Maximization with Differential Privacy,2022,International Conference on Machine Learning,1,36,0,2,0,SFRM1000,26,0,0,0,12978,0,0,0
249848288,2206.08899,Popular decision tree algorithms are provably noise tolerant,2022,International Conference on Machine Learning,1,46,0,0,0,NimbusRomNo9L,17,0,0,0,10605,1,0,0
247223049,2203.01928,Label-Free Explainability for Unsupervised Models,2022,International Conference on Machine Learning,14,67,3,0,0,NimbusRomNo9L,30,0,0,0,15899,9,0,0
254563940,2212.06079,Robust Perception through Equivariance,2022,International Conference on Machine Learning,6,65,0,0,0,NimbusRomNo9L,19,0,0,0,11526,0,0,0
249626383,2206.06014,Exploring and Exploiting Hubness Priors for High-Quality GAN Latent Sampling,2022,International Conference on Machine Learning,2,41,0,0,85,NimbusRomNo9L,14,0,83,14,7963,12,10,0
254535608,2212.04720,Multi-Task Off-Policy Learning from Bandit Feedback,2022,International Conference on Machine Learning,4,55,0,0,0,NimbusRomNo9L,14,0,0,0,9332,0,0,1
247957953,2204.02372,Jump-Start Reinforcement Learning,2022,International Conference on Machine Learning,41,57,6,15,57,NimbusRomNo9L,28,4,72,22,12785,9,13,8
249240442,2206.00099,Provably and Practically Efficient Neural Contextual Bandits,2022,International Conference on Machine Learning,4,45,0,0,0,SFRM1000,57,0,0,0,22178,1,0,0
249210177,2205.15659,The CLRS Algorithmic Reasoning Benchmark,2022,International Conference on Machine Learning,49,83,10,4,15,NimbusRomNo9L,19,5,158,8,11232,10,10,0
246863815,2202.07650,Conformal Prediction Sets with Limited False Positives,2022,International Conference on Machine Learning,18,60,3,0,0,NimbusRomNo9L,18,0,3,0,11725,1,1,1
253107555,2210.13512,Provably Learning Diverse Features in Multi-View Data with Midpoint Mixup,2022,International Conference on Machine Learning,5,53,0,216,8,NimbusRomNo9L,37,0,92,2,22327,10,12,0
249395241,2206.02435,Tackling covariate shift with node-based Bayesian neural networks,2022,International Conference on Machine Learning,4,47,0,50,93,NimbusRomNo9L,25,11,88,4,11827,17,10,0
245650847,2201.00299,Improving Out-of-Distribution Robustness via Selective Augmentation,2022,International Conference on Machine Learning,111,75,16,0,0,NimbusRomNo9L,31,0,0,0,16998,1,0,0
249847968,2206.08476,Zero-Shot AutoML with Pretrained Models,2022,International Conference on Machine Learning,4,91,0,0,0,NimbusRomNo9L,17,0,0,0,10024,0,0,0
249888898,2206.09861,Additive Gaussian Processes Revisited,2022,International Conference on Machine Learning,12,34,1,0,0,NimbusRomNo9L,26,0,0,0,14074,0,0,0
249712086,2206.07908,Simultaneously Learning Stochastic and Adversarial Bandits with General Graph Feedback,2022,International Conference on Machine Learning,5,25,0,0,0,NimbusRomNo9L,10,0,8,0,7603,1,0,0
250340907,2211.15339,Discovering Generalizable Spatial Goal Representations via Graph-based Active Reward Learning,2022,International Conference on Machine Learning,5,48,0,22,33,NimbusRomNo9L,16,0,43,2,10916,9,18,2
252992904,2210.10760,Scaling Laws for Reward Model Overoptimization,2022,International Conference on Machine Learning,124,60,14,12,82,NimbusRomNo9L,28,3,98,4,8695,9,13,4
257378697,2211.17244,Tight Certification of Adversarially Trained Neural Networks via Nonconvex Low-Rank Semidefinite Relaxations,2022,International Conference on Machine Learning,1,42,0,186,26,NimbusRomNo9L,30,17,103,4,17918,13,15,0
248426917,2204.13661,Toward Compositional Generalization in Object-Oriented World Modeling,2022,International Conference on Machine Learning,10,32,1,0,0,NimbusRomNo9L,24,0,4,0,15873,6,0,0
247451078,2203.07475,Invariance in Policy Optimisation and Partial Identifiability in Reward Learning,2022,International Conference on Machine Learning,22,66,3,15,6,NimbusRomNo9L,26,0,89,0,17642,6,12,0
246652190,2202.03599,Penalizing Gradient Norm for Efficiently Improving Generalization in Deep Learning,2022,International Conference on Machine Learning,57,33,6,40,9,NimbusRomNo9L,11,5,48,8,6656,7,5,0
246634804,2202.03077,Adversarial Attack and Defense for Non-Parametric Two-Sample Tests,2022,International Conference on Machine Learning,0,126,0,0,0,NimbusRomNo9L,27,0,4,0,17610,0,0,0
249953810,2206.11468,Modular Conformal Calibration,2022,International Conference on Machine Learning,11,27,2,0,6,NimbusRomNo9L,16,0,0,0,10153,0,0,0
249642197,2206.06737,Adversarial Vulnerability of Randomized Ensembles,2022,International Conference on Machine Learning,5,48,3,186,41,NimbusRomNo9L,28,0,74,10,14532,12,24,3
246411258,2201.12332,On the Hidden Biases of Policy Mirror Ascent in Continuous Action Spaces,2022,International Conference on Machine Learning,13,56,0,0,0,NimbusRomNo9L,16,0,0,0,10388,0,0,0
254685875,2212.07525,"Efficient Self-supervised Learning with Contextualized Target Representations for Vision, Speech and Language",2022,International Conference on Machine Learning,32,65,9,0,3,NimbusRomNo9L,14,16,184,0,8459,7,9,0
253499244,2211.05964,Thompson Sampling for High-Dimensional Sparse Linear Contextual Bandits,2022,International Conference on Machine Learning,1,52,0,18,9,NimbusRomNo9L,38,3,76,4,15198,6,7,1
246863519,2202.07282,Adaptive Conformal Predictions for Time Series,2022,International Conference on Machine Learning,56,45,3,14,22,NimbusRomNo9L,29,0,82,0,17434,8,8,0
259089391,2209.15404,Entropy-driven Unsupervised Keypoint Representation Learning in Videos,2022,International Conference on Machine Learning,0,97,0,0,0,NimbusRomNo9L,29,0,0,0,19015,0,0,0
249890414,2206.10480,Learning to Estimate and Refine Fluid Motion with Physical Dynamics,2022,International Conference on Machine Learning,5,41,0,0,0,NimbusRomNo9L,16,0,0,0,8601,0,0,0
256389936,2206.08594,Principled Acceleration of Iterative Numerical Methods Using Machine Learning,2022,International Conference on Machine Learning,3,51,0,74,11,CMR10,29,9,43,6,11729,8,9,4
247244676,2203.02473,Interpretable Off-Policy Learning via Hyperbox Search,2022,International Conference on Machine Learning,3,60,0,124,71,NimbusRomNo9L,33,0,72,10,16762,22,23,5
250340991,2212.07547,Unsupervised Detection of Contextualized Embedding Bias with Application to Ideology,2022,International Conference on Machine Learning,0,108,0,14,40,NimbusRomNo9L,15,0,111,16,9880,10,8,0
252815700,2210.05355,Multi-User Reinforcement Learning with Low Rank Rewards,2022,International Conference on Machine Learning,0,53,0,132,0,NimbusRomNo9L,33,4,58,0,19210,14,17,0
258479919,2204.03511,Interval Bound Interpolation for Few-shot Learning with Few Tasks,2022,International Conference on Machine Learning,0,60,0,62,19,NimbusRomNo9L,28,0,410,50,16300,12,6,0
250089195,2206.14069,Equivariant Priors for Compressed Sensing with Unknown Orientation,2022,International Conference on Machine Learning,1,39,0,0,0,NimbusRomNo9L,19,0,0,0,9602,0,0,0
246634850,2202.02514,Score-based Generative Modeling of Graphs via the System of Stochastic Differential Equations,2022,International Conference on Machine Learning,95,59,27,0,0,NimbusRomNo9L,22,0,0,0,14061,0,0,0
246822989,2202.05834,Predicting Out-of-Distribution Error with the Projection Norm,2022,International Conference on Machine Learning,20,76,4,0,0,NimbusRomNo9L,25,0,0,0,14092,0,1,0
247619158,2203.12056,On Last-Iterate Convergence Beyond Zero-Sum Games,2022,International Conference on Machine Learning,28,97,2,396,26,CMR10,62,10,261,0,25405,11,14,0
246411498,2201.11921,Adaptive Best-of-Both-Worlds Algorithm for Heavy-Tailed Multi-Armed Bandits,2022,International Conference on Machine Learning,9,32,2,346,0,NimbusRomNo9L,29,2,62,2,14649,14,24,4
258437318,2206.06719,Stein Variational Goal Generation for adaptive Exploration in Multi-Goal Reinforcement Learning,2022,International Conference on Machine Learning,0,39,0,20,30,NimbusRomNo9L,18,25,92,8,10425,13,11,0
246485503,2202.01292,Improved Regret for Differentially Private Exploration in Linear MDP,2022,International Conference on Machine Learning,2,41,1,0,0,CMR10,31,0,3,0,14401,3,0,0
248986628,2205.10729,Near-Optimal Algorithms for Autonomous Exploration and Multi-Goal Stochastic Shortest Path,2022,International Conference on Machine Learning,3,25,1,58,2,NimbusRomNo9L,23,0,118,2,18280,12,9,0
249926575,2206.10713,Beyond Uniform Lipschitz Condition in Differentially Private Optimization,2022,International Conference on Machine Learning,9,70,2,229,16,NimbusRomNo9L,36,0,135,14,20579,23,7,0
250340636,2208.01573,Stochastic Deep Networks with Linear Competing Units for Model-Agnostic Meta-Learning,2022,International Conference on Machine Learning,6,45,0,32,17,NimbusRomNo9L,12,0,116,14,7417,10,10,7
254096365,2211.17192,Fast Inference from Transformers via Speculative Decoding,2022,International Conference on Machine Learning,119,31,28,2,15,NimbusRomNo9L,13,4,54,10,7907,8,16,0
246485319,2202.01709,Towards Coherent and Consistent Use of Entities in Narrative Generation,2022,International Conference on Machine Learning,7,43,1,8,19,NimbusRomNo9L,15,8,69,18,11494,9,11,1
246430773,2201.12987,Interpretable and Generalizable Graph Learning via Stochastic Attention Mechanism,2022,International Conference on Machine Learning,86,64,24,0,0,NimbusRomNo9L,20,0,0,0,12879,0,0,1
246442009,2202.00602,Meta-Learning Hypothesis Spaces for Sequential Decision-making,2022,International Conference on Machine Learning,5,60,0,0,0,NimbusRomNo9L,23,0,0,0,13721,0,0,0
250340920,2207.05950,Decentralized Online Convex Optimization in Networked Systems,2022,International Conference on Machine Learning,2,64,0,56,0,NimbusRomNo9L,43,0,4,0,25139,11,10,4
247656612,2207.01744,Discrete Tree Flows via Tree-Structured Permutations,2022,International Conference on Machine Learning,2,31,0,92,41,NimbusRomNo9L,32,28,51,16,17859,16,23,2
246485520,2202.01741,How to Leverage Unlabeled Data in Offline Reinforcement Learning,2022,International Conference on Machine Learning,34,67,5,0,3,NimbusRomNo9L,25,0,16,0,17488,4,1,1
255186197,2212.13861,Revisiting the Linear-Programming Framework for Offline RL with General Function Approximation,2022,International Conference on Machine Learning,6,55,1,0,0,Kp,35,0,0,0,14286,0,0,0
249282445,2206.00944,Feature Space Particle Inference for Neural Network Ensembles,2022,International Conference on Machine Learning,9,70,1,32,18,NimbusRomNo9L,17,0,154,28,9509,14,12,1
